image_path,label
dataset/tomato\Tomato___Late_blight\359ad718-024d-4c9e-b871-4144ca25da76___GHLB_PS Leaf 23.1 Day 13.jpg,2
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\e822150a-b772-4815-b536-8b8c43381bc6___Com.G_SpM_FL 8849.JPG,5
dataset/tomato\Tomato___Leaf_Mold\6f0ac1c9-cf47-4d88-87e6-5554dedfa621___Crnl_L.Mold 6663.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7af63d97-0ed4-489a-a5a0-fa2d416523af___UF.GRC_YLCV_Lab 08536.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\115872f2-53a2-4ed9-a394-01882a0d30db___Keller.St_CG 1914.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c84addc9-3549-4815-b2bc-746b3f94ad32___YLCV_GCREC 5524.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e770452b-a74a-4164-9fff-8b8d3f1a677a___YLCV_GCREC 5228.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\89e92214-c321-4acb-b62c-09e5790aa212___UF.GRC_YLCV_Lab 01962.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4261d968-939e-4606-897e-49c562022202___UF.GRC_YLCV_Lab 01636.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\be2adeb7-79fb-47f0-8c49-01000fd3a450___Matt.S_CG 0680.JPG,4
dataset/tomato\Tomato___Target_Spot\af156939-f96f-4b7a-bd93-a5ebde95fc14___Com.G_TgS_FL 1036.JPG,6
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\698e12a2-2a49-43aa-a47a-21420001e5ef___Com.G_SpM_FL 1356.JPG,5
dataset/tomato\Tomato___Early_blight\91866d08-cbe2-4a9a-87fd-f2b969e5340a___RS_Erly.B 9588.JPG,1
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\4e381fc2-c150-4199-a8e7-379815b24e35___Com.G_SpM_FL 9339.JPG,5
dataset/tomato\Tomato___Leaf_Mold\41836b15-e96b-4d31-98c5-f9078970dd21___Crnl_L.Mold 6530.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\79985f34-8636-41b6-be52-6572a25fce1e___UF.GRC_YLCV_Lab 01983.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4e6c618f-81e3-47cf-b4b4-cbe2098621ce___YLCV_NREC 2587.JPG,7
dataset/tomato\Tomato___Early_blight\2bdecb58-7e31-4129-83ff-125b7a31c0f6___RS_Erly.B 9506.JPG,1
dataset/tomato\Tomato___Bacterial_spot\89d38697-ff15-4cd6-95f6-2c563585a564___GCREC_Bact.Sp 6075.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\47487db4-da7f-4104-9511-8ce9d1ced14e___UF.GRC_YLCV_Lab 03046.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\13e11d2f-2dca-4cb4-a6df-ec46e1e583d5___UF.GRC_YLCV_Lab 02116.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\59c50dfd-66a1-45e5-b836-a01de0ecd1de___YLCV_GCREC 2144.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\dd07b84a-54f9-41ca-8ed1-37d922414113___UF.GRC_YLCV_Lab 01732.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\bf2d639c-f2a2-429a-9f37-61aaa399f773___Com.G_SpM_FL 1236.JPG,5
dataset/tomato\Tomato___Tomato_mosaic_virus\932959d9-826b-465f-82d7-8b419d2ad040___PSU_CG 2187.JPG,8
dataset/tomato\Tomato___Late_blight\afb626cf-c9bf-498f-bdf2-c0286d96f681___GHLB2 Leaf 147.1.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\128d599a-be46-4a8e-9845-cd9c15a27428___UF.GRC_YLCV_Lab 03205.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\15c00319-bd7f-45ef-9142-9295a62d701b___Matt.S_CG 0769.JPG,4
dataset/tomato\Tomato___Target_Spot\613ecdcf-3895-498b-b095-76eab9dacb58___Com.G_TgS_FL 0698.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\fab4fee5-bbac-4996-8b8b-c91fb70dcb92___YLCV_GCREC 5484.JPG,7
dataset/tomato\Tomato___Leaf_Mold\036d12b0-1e97-4975-bd80-a8a3c48588e7___Crnl_L.Mold 6500.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\92013c7e-0825-4d27-a3fd-edc723f0c1b1___YLCV_NREC 2908.JPG,7
dataset/tomato\Tomato___Late_blight\4e9c1dac-62c2-4699-bcda-5bdc3740f267___GHLB2 Leaf 8740.JPG,2
dataset/tomato\Tomato___Septoria_leaf_spot\c4387ae7-e4ba-43db-a547-08bfea2ec97e___JR_Sept.L.S 2549.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c7723ed4-1308-465a-ade2-7a4ae3390506___UF.GRC_YLCV_Lab 09335.JPG,7
dataset/tomato\Tomato___Late_blight\a1f7a744-1d30-4343-992c-b1521d924094___GHLB2 Leaf 8563.JPG,2
dataset/tomato\Tomato___Late_blight\7d0d5e78-87b9-4d47-9291-4a1e75fe9d97___GHLB2 Leaf 8693.JPG,2
dataset/tomato\Tomato___Late_blight\b6c7fcf9-6f88-4814-9620-04ae2c23cbad___RS_Late.B 5234.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\74a78fca-bd26-47cf-9139-de6365540b1a___YLCV_GCREC 2887.JPG,7
dataset/tomato\Tomato___Bacterial_spot\cef66036-f0d8-4ab8-898f-8269c2051331___UF.GRC_BS_Lab Leaf 9071.JPG,0
dataset/tomato\Tomato___Late_blight\04da342d-5952-4f2f-b19c-14cdc7fcb07b___GHLB2 Leaf 8716.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a2b4ad10-1d16-4d31-baeb-d26fd2a03dc2___YLCV_GCREC 2708.JPG,7
dataset/tomato\Tomato___Bacterial_spot\f675726b-1569-4147-9af2-23ac17a555ec___GCREC_Bact.Sp 3150.JPG,0
dataset/tomato\Tomato___Bacterial_spot\40c4a7ad-c8f9-4a58-986c-7de59a3189a8___GCREC_Bact.Sp 3415.JPG,0
dataset/tomato\Tomato___Bacterial_spot\53f5c516-74f1-41b1-bd89-115568003933___GCREC_Bact.Sp 5704.JPG,0
dataset/tomato\Tomato___Early_blight\121b3f84-70ed-4d1c-882c-d3204e2af046___RS_Erly.B 8421.JPG,1
dataset/tomato\Tomato___Target_Spot\252b0f54-737e-4622-960c-2196803b6a00___Com.G_TgS_FL 0974.JPG,6
dataset/tomato\Tomato___healthy\303db099-b4e0-4c12-801d-cf501857075a___RS_HL 9942.JPG,9
dataset/tomato\Tomato___Septoria_leaf_spot\a8ef94be-07d4-45ed-82de-d2070f14861a___JR_Sept.L.S 2554.JPG,4
dataset/tomato\Tomato___Bacterial_spot\c0e3fc41-4d61-4a2d-a1e0-f5d658803182___GCREC_Bact.Sp 5975.JPG,0
dataset/tomato\Tomato___Target_Spot\198836e7-53b2-41b0-b87a-e43f7d804dd2___Com.G_TgS_FL 8313.JPG,6
dataset/tomato\Tomato___Bacterial_spot\767eb77f-de18-4314-a465-4df8d442f468___GCREC_Bact.Sp 5951.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\fe7f0ec0-35b0-49b0-836e-1fa902ee7723___Com.G_SpM_FL 8739.JPG,5
dataset/tomato\Tomato___Leaf_Mold\6b6edf2a-0cb5-4a38-a16f-dc8faf705c46___Crnl_L.Mold 9032.JPG,3
dataset/tomato\Tomato___Septoria_leaf_spot\c63725ce-e02c-4492-ba93-20a2cca9b45b___Matt.S_CG 7615.JPG,4
dataset/tomato\Tomato___Bacterial_spot\f1cd9194-f7ea-41c0-bfba-9b9e30c52ec7___GCREC_Bact.Sp 5938.JPG,0
dataset/tomato\Tomato___healthy\249797c6-648f-4df5-ab87-a0b82eb08801___GH_HL Leaf 495.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a0da7075-9820-4051-be03-ac50c81d3aa0___YLCV_NREC 2391.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\289149ff-3482-4aad-a4d8-9da766a02650___YLCV_GCREC 2693.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0b65e4d3-9a6e-463a-b930-814c787d01c6___UF.GRC_YLCV_Lab 01910.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\c9d78d7a-8420-40c0-8282-0967bc79eec5___Com.G_SpM_FL 8627.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\07b76767-2537-474e-8fba-8c8dd29537a0___UF.GRC_YLCV_Lab 09587.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\83ef4e76-8e69-47df-9b25-f11d58a803b3___Matt.S_CG 2656.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4245b5f4-c13d-46bb-a637-3fcb98ae55d4___UF.GRC_YLCV_Lab 09371.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a715b09-e475-41fc-89ca-893ddd45e0df___UF.GRC_YLCV_Lab 01883.JPG,7
dataset/tomato\Tomato___Early_blight\5a50d734-271b-43f8-991f-b6e6f264b686___RS_Erly.B 6488.JPG,1
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\5e28726c-2195-49d1-bce4-e84dde076d76___Com.G_SpM_FL 1587.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9a7182f5-7161-4177-b5dc-142444669e4e___YLCV_GCREC 2029.JPG,7
dataset/tomato\Tomato___Late_blight\2f6eb969-db8b-48ae-954d-f716a61fce22___RS_Late.B 6555.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\58a5fcdf-b53d-4f8d-ab17-a163e11fda15___YLCV_NREC 0167.JPG,7
dataset/tomato\Tomato___Leaf_Mold\062842d6-a49e-4aec-94fb-d6868db0e53d___Crnl_L.Mold 8805.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\bd257fb0-a603-46e4-9c36-23963eded620___YLCV_NREC 2252.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2be75df5-bbeb-46a0-909e-4be2d8d6a369___UF.GRC_YLCV_Lab 02321.JPG,7
dataset/tomato\Tomato___Late_blight\008ebb44-eb77-4843-b621-4b88b5df7d43___RS_Late.B 5188.JPG,2
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\4d794f1e-199b-4689-bade-d6dca0160883___Com.G_SpM_FL 8483.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\51da3ac0-c6e6-4895-ad69-57cddb2d9af8___YLCV_NREC 2900.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\306ea7af-ad33-45cd-bbc5-cf92c16c73f9___YLCV_GCREC 5385.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1eac2879-1201-4d11-8652-547787cff379___YLCV_GCREC 5357.JPG,7
dataset/tomato\Tomato___Bacterial_spot\9cb02c7d-6a6e-4e30-bce8-ea903db9b475___GCREC_Bact.Sp 5641.JPG,0
dataset/tomato\Tomato___Target_Spot\be295ff6-6efd-417a-900d-ad44a2823ded___Com.G_TgS_FL 0025.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\755de3cb-deee-4f67-bd63-0afacb7d5cf0___UF.GRC_YLCV_Lab 03066.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\391bd206-4341-4404-9904-945b0ce617a1___YLCV_NREC 2584.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\3121846c-fcd3-4b27-b17d-25644607b664___UF.GRC_YLCV_Lab 02922.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f27e1953-2025-49a2-9bd7-48a28903bd1b___UF.GRC_YLCV_Lab 02942.JPG,7
dataset/tomato\Tomato___Target_Spot\cbcc8f5b-35a7-437f-85fc-7f12f72b1575___Com.G_TgS_FL 0958.JPG,6
dataset/tomato\Tomato___Bacterial_spot\cc816dda-efb9-451b-aaa5-0b893c2cdb15___GCREC_Bact.Sp 3354.JPG,0
dataset/tomato\Tomato___healthy\b2497a4d-6951-46d3-810b-7072e908eea9___RS_HL 9907.JPG,9
dataset/tomato\Tomato___Late_blight\62ba6c10-2e36-48ed-9f8b-f26cd5884666___GHLB2 Leaf 8828.JPG,2
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\f6d125d8-795a-40ac-91d7-142f6cf023eb___Com.G_SpM_FL 9262.JPG,5
dataset/tomato\Tomato___healthy\6b9b1ad6-3e75-4378-ad97-7dc9b8fa084e___GH_HL Leaf 179.1.JPG,9
dataset/tomato\Tomato___healthy\973bc347-b335-4333-8536-82db4a41fa6c___RS_HL 0142.JPG,9
dataset/tomato\Tomato___Late_blight\5c6dfda8-1d4e-4ad0-92b1-5c6ffc790ea1___RS_Late.B 6223.JPG,2
dataset/tomato\Tomato___Target_Spot\d2bcbc9a-d546-414a-982d-209feea36d0b___Com.G_TgS_FL 8091.JPG,6
dataset/tomato\Tomato___Early_blight\d4971b21-317f-4fbd-95a8-ac21d69d7461___RS_Erly.B 6429.JPG,1
dataset/tomato\Tomato___Septoria_leaf_spot\ef2589f7-5993-4457-a981-9bd6fc0d8499___Matt.S_CG 2638.JPG,4
dataset/tomato\Tomato___Bacterial_spot\b179b3d0-80cf-4dbf-9e88-b3e9b4a93b3b___GCREC_Bact.Sp 3659.JPG,0
dataset/tomato\Tomato___healthy\139d2f99-d25b-440d-805e-d070a399d8f1___RS_HL 0600.JPG,9
dataset/tomato\Tomato___healthy\48e28bd8-2395-4541-a64c-fd6fab030f06___GH_HL Leaf 352.1.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\506efa52-b002-49a5-aa72-022e24185161___UF.GRC_YLCV_Lab 02243.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\77fae293-fda8-46c0-a7a7-bc5fac8426d8___YLCV_NREC 2168.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\bee496d7-5071-457d-ae59-4a2a3f620b2e___Matt.S_CG 6083.JPG,4
dataset/tomato\Tomato___healthy\2e96661f-a313-4deb-bf32-1eacbc10c48d___GH_HL Leaf 424.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c0c7b012-745b-441c-b861-7725d586f044___UF.GRC_YLCV_Lab 01548.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c7cae581-0ef1-4e2f-8b45-36fb037fdbc7___UF.GRC_YLCV_Lab 02374.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\92d70b79-4175-4994-b706-e4ba8805f8d6___Com.G_SpM_FL 8434.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\099b0332-14bf-4866-8c3b-e753e7e62105___YLCV_NREC 2398.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2654f769-b775-4904-8a9d-056cfe8f885c___UF.GRC_YLCV_Lab 08425.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\cfb78471-bb1f-4ff1-8770-31471af27d37___UF.GRC_YLCV_Lab 03360.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\88c73321-cfb7-4118-84ed-a03282bb27bb___YLCV_NREC 2077.JPG,7
dataset/tomato\Tomato___healthy\16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6f086bab-e275-4394-9082-2f0e77bd109c___YLCV_NREC 0164.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\3e3324fe-c455-4fd7-9373-0d9af52a13a0___YLCV_GCREC 2221.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\8104562f-81d4-478f-b767-c5d65ae601cb___JR_Sept.L.S 8404.JPG,4
dataset/tomato\Tomato___Tomato_mosaic_virus\78c968a3-8083-4924-b351-3f36569cf33a___PSU_CG 2214.JPG,8
dataset/tomato\Tomato___Early_blight\070679a9-27e1-4e6e-8072-29f3750d525b___RS_Erly.B 6439.JPG,1
dataset/tomato\Tomato___Bacterial_spot\f2be2ee6-efba-4854-89b1-32eb0e7e6974___GCREC_Bact.Sp 5993.JPG,0
dataset/tomato\Tomato___Late_blight\4e1d7a08-a036-474f-8b4c-eef9d7c093fa___RS_Late.B 5043.JPG,2
dataset/tomato\Tomato___healthy\377ffc94-d068-4ba0-80cc-dea49edf094d___RS_HL 0367.JPG,9
dataset/tomato\Tomato___Early_blight\503785a3-9eaa-4887-b832-2288f747624a___RS_Erly.B 7636.JPG,1
dataset/tomato\Tomato___Late_blight\0b52ebed-e711-41f2-bfd1-af73410b370e___RS_Late.B 5463.JPG,2
dataset/tomato\Tomato___Early_blight\ee18e688-a12c-45aa-bd18-74df670c71bb___RS_Erly.B 7776.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1b951a13-a6af-48f7-8d4c-fbdf2d4d0c7c___UF.GRC_YLCV_Lab 02208.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\aede12d4-2bc7-499e-98e3-8babc4d50590___Com.G_SpM_FL 1641.JPG,5
dataset/tomato\Tomato___Leaf_Mold\053f0efc-038f-471b-9e7b-5b605d45fda4___Crnl_L.Mold 8982.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\39ec3a92-788c-4e8c-aff9-3e9e30a07f99___YLCV_GCREC 5483.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e1cb57db-98b3-4b1a-8324-475d2e810556___UF.GRC_YLCV_Lab 01860.JPG,7
dataset/tomato\Tomato___Leaf_Mold\af7e1ce4-bb49-4227-ba89-9972bab473b7___Crnl_L.Mold 6560.JPG,3
dataset/tomato\Tomato___Bacterial_spot\140ee344-ae36-403a-ace1-21d45f67ce57___GCREC_Bact.Sp 2969.JPG,0
dataset/tomato\Tomato___Leaf_Mold\738b2359-39ac-465b-8d8e-43dc842a280e___Crnl_L.Mold 6535.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e5b25092-f409-496a-a6f7-5f5bfd70ba83___YLCV_NREC 2417.JPG,7
dataset/tomato\Tomato___Early_blight\074bc781-f586-46b0-bef5-0237e3bf5043___RS_Erly.B 8375.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7dcbbe29-d7e9-423f-b330-be0e80679253___YLCV_GCREC 1968.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\18b403b5-a593-491c-bb06-2e791cf86e1c___UF.GRC_YLCV_Lab 01703.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\881cef87-36ea-49e5-bc1a-fa2b7a959221___Matt.S_CG 6543.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9f6baab7-e004-4b7f-b350-15235d53bbdd___YLCV_GCREC 2129.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b1ddbd7f-af64-4204-aee9-5a0c3e65a313___UF.GRC_YLCV_Lab 01333.JPG,7
dataset/tomato\Tomato___Bacterial_spot\8dea4cc9-85a5-412f-b16b-6bd339b9429d___GCREC_Bact.Sp 6069.JPG,0
dataset/tomato\Tomato___Late_blight\6599f991-2b56-4e40-b7f3-534a440d44c1___RS_Late.B 6260.JPG,2
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\b329dfc5-3ec0-4d9b-a4d7-d78d50af9366___Com.G_SpM_FL 8712.JPG,5
dataset/tomato\Tomato___healthy\5c23afc6-7236-4f07-adcd-61b1f69e3fb2___RS_HL 9801.JPG,9
dataset/tomato\Tomato___Target_Spot\b49ac002-7dfe-44c4-8041-c4564b77420c___Com.G_TgS_FL 8366.JPG,6
dataset/tomato\Tomato___Septoria_leaf_spot\6b1b7993-cac0-458a-a7d3-e807f9008083___JR_Sept.L.S 2683.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\eb6e317d-9c61-4ba2-9128-099c766ea6fb___YLCV_GCREC 2322.JPG,7
dataset/tomato\Tomato___Target_Spot\9a6b79a4-64a9-4238-ba09-31d3312c785e___Com.G_TgS_FL 7943.JPG,6
dataset/tomato\Tomato___Septoria_leaf_spot\173f882f-3ba1-49d2-ab0d-ca8232baf2a5___Matt.S_CG 6133.JPG,4
dataset/tomato\Tomato___Late_blight\843d28c8-6dc1-4048-94fc-8064ee8ff394___RS_Late.B 6746.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7ea16123-ec12-4fb9-bade-78167943ffe3___YLCV_NREC 0066.JPG,7
dataset/tomato\Tomato___Late_blight\def2ded7-c610-404f-909f-83325dc4c85e___RS_Late.B 6854.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1df98389-aa45-4b67-b2da-38642fe8841b___UF.GRC_YLCV_Lab 02295.JPG,7
dataset/tomato\Tomato___Bacterial_spot\c6581fb4-670c-4a11-94b2-1c9b51d8dda8___GCREC_Bact.Sp 3181.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\8491faa9-0ef0-4ece-a3f7-7617ad9c024c___Com.G_SpM_FL 8977.JPG,5
dataset/tomato\Tomato___Septoria_leaf_spot\689b643a-89fa-4a7f-93a3-edd9d2d5ac6a___Matt.S_CG 2517.JPG,4
dataset/tomato\Tomato___Bacterial_spot\9a1bfa95-467f-4bf4-8595-d19c63012558___GCREC_Bact.Sp 6268.JPG,0
dataset/tomato\Tomato___Target_Spot\5d157d30-435f-4572-9722-43439ebe6ed2___Com.G_TgS_FL 1048.JPG,6
dataset/tomato\Tomato___healthy\c0b3ea2d-4889-4693-8590-cef2d32b81e3___RS_HL 0370.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\370d1669-6f28-4d03-bc81-714c0854c212___UF.GRC_YLCV_Lab 09448.JPG,7
dataset/tomato\Tomato___Target_Spot\c5ff5e20-be6d-435e-b2dc-2fa90a200077___Com.G_TgS_FL 8034.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\09ea6962-1c6a-46c5-9948-013f8f7ee101___YLCV_NREC 2808.JPG,7
dataset/tomato\Tomato___Early_blight\66c98dd1-2790-4977-91ee-1b10ca8c687b___RS_Erly.B 8418.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\055e33e8-dc46-4cf0-a5f9-ce404a5647fd___YLCV_NREC 0150.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\975db63c-51be-4a6a-9224-6c620cb1d744___YLCV_GCREC 5271.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\8a247db8-8b37-48a7-8ea4-fa6fa1483e5a___Com.G_SpM_FL 8976.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b9226481-4d87-4f07-a5a6-d00456b2a86d___YLCV_GCREC 2407.JPG,7
dataset/tomato\Tomato___Target_Spot\4cba9d9a-65a4-4ebf-a11b-7995327b3f01___Com.G_TgS_FL 0862.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\76762a24-0c95-40b2-b861-fc743293fb7d___UF.GRC_YLCV_Lab 02094.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\f50b234d-3111-4084-9622-2c2553cc7407___JR_Sept.L.S 2676.JPG,4
dataset/tomato\Tomato___Bacterial_spot\c693b071-ccf9-40e9-97f9-341c2da3c5b1___GCREC_Bact.Sp 3751.JPG,0
dataset/tomato\Tomato___Early_blight\7a255c73-1a41-47f8-8705-dee13a9a5827___RS_Erly.B 9399.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\64e7b9fc-3203-4c4b-b8c6-6ffbac4a0cf4___YLCV_NREC 2370.JPG,7
dataset/tomato\Tomato___Bacterial_spot\1bfdc27c-5d3b-4b96-a835-86a09fe407de___GCREC_Bact.Sp 6266.JPG,0
dataset/tomato\Tomato___Leaf_Mold\416808ef-060a-4c7c-9e0c-1dc72996ab48___Crnl_L.Mold 8978.JPG,3
dataset/tomato\Tomato___Septoria_leaf_spot\e8a03412-8e75-4ea6-a4da-e26f99653be3___Matt.S_CG 7474.JPG,4
dataset/tomato\Tomato___Late_blight\4aeaacd8-ff6e-4d01-86d1-0a51c626cc99___GHLB2 Leaf 8943.JPG,2
dataset/tomato\Tomato___Late_blight\62aff181-7479-4134-bb2e-9acbbf062a3b___RS_Late.B 6449.JPG,2
dataset/tomato\Tomato___Septoria_leaf_spot\8cf044ea-2e31-49b3-942e-2a74ce20dfe1___Matt.S_CG 7417.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f1e730ad-911d-4a8c-8f79-ff6035a1833f___YLCV_NREC 2660.JPG,7
dataset/tomato\Tomato___Early_blight\3726eff6-547d-411e-bc00-f8b533d067e3___RS_Erly.B 6494.JPG,1
dataset/tomato\Tomato___healthy\c9bc09dd-7a19-46b6-ac5a-d857d50f0e5c___RS_HL 0484.JPG,9
dataset/tomato\Tomato___Target_Spot\7e096966-bf6a-48c7-8e98-f5821b57e3a6___Com.G_TgS_FL 8182.JPG,6
dataset/tomato\Tomato___Tomato_mosaic_virus\25857136-3515-4433-8129-c26f91e94cbe___PSU_CG 2233.JPG,8
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a730544f-6894-41b5-a00d-87e640a9a050___YLCV_GCREC 2506.JPG,7
dataset/tomato\Tomato___Target_Spot\cb6ab433-8af6-480f-889a-e5e53df5992c___Com.G_TgS_FL 8184.JPG,6
dataset/tomato\Tomato___Bacterial_spot\2cafa053-4dd6-4528-bb4f-53e4afeecefe___GCREC_Bact.Sp 2968.JPG,0
dataset/tomato\Tomato___Septoria_leaf_spot\2e69e7bc-a60d-43b4-84f9-637c90eb71bb___JR_Sept.L.S 8538.JPG,4
dataset/tomato\Tomato___Early_blight\22b8de0e-636d-4407-a270-ef3614c33227___RS_Erly.B 8257.JPG,1
dataset/tomato\Tomato___Late_blight\f73231ab-afd2-4d01-acd2-7ba229349de6___RS_Late.B 6969.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\70957c99-b2be-41e0-9263-5ab640ff2aa5___YLCV_NREC 0256.JPG,7
dataset/tomato\Tomato___healthy\a1238cae-087e-42de-824b-35a967fe43a6___RS_HL 0624.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2dbc619d-78f8-4018-ae47-cbec541e2aa1___YLCV_NREC 2229.JPG,7
